age,nationality,gender,family_size,emirate,employment_status,years_of_experience,current_position,monthly_income,monthly_expenses,net_monthly_income,total_assets,total_liabilities,net_worth,credit_score,dti_ratio,is_eligible,eligibility_score
53,India,Female,4,Sharjah,part_time,1,Unemployed,1613.24,3478.41,-1865.1699999999998,8027.29,1640.47,6386.81,467,5.08,1,82
50,India,Female,6,Fujairah,unemployed,12,Unemployed,992.58,3121.74,-2129.16,14826.31,19545.6,-4719.28,621,98.46,1,100
52,Syria,Female,4,Dubai,employed,24,Manager,3735.85,3164.87,570.98,27326.57,34525.59,-7199.02,531,46.21,1,68
23,Egypt,Female,3,Abu Dhabi,employed,1,Office Assistant,2000.0,2815.62,-815.6199999999999,12758.62,4030.57,8728.05,644,10.08,1,75
52,Philippines,Female,4,Ras Al Khaimah,part_time,0,Unemployed,1822.94,2309.05,-486.1100000000001,9047.88,10472.01,-1424.13,539,28.72,1,87
52,Pakistan,Female,3,Ras Al Khaimah,unemployed,10,Unemployed,991.96,2329.32,-1337.3600000000001,3154.78,15307.27,-12152.49,529,77.16,1,95
63,Jordan,Male,5,Abu Dhabi,unemployed,11,Unemployed,61.01,3090.8,-3029.79,1399.07,19276.46,-17877.39,594,1579.78,1,100
33,Egypt,Female,2,Umm Al Quwain,part_time,10,Unemployed,2985.6,2404.73,580.8699999999999,10237.99,11507.18,-1269.2,429,19.27,1,77
41,India,Male,2,Umm Al Quwain,part_time,8,Unemployed,1545.97,2196.1,-650.1299999999999,14145.93,6476.39,7669.54,647,20.95,1,77
62,Pakistan,Female,4,Ajman,part_time,14,Unemployed,1649.86,2375.04,-725.1800000000001,9089.95,16988.93,-7898.97,506,51.49,1,92
48,Jordan,Female,4,Ras Al Khaimah,part_time,1,Unemployed,1958.63,3347.7,-1389.0699999999997,6170.62,2527.73,3642.89,489,6.45,1,82
30,UAE,Male,3,Abu Dhabi,self_employed,9,Business Owner,5361.69,1850.13,3511.5599999999995,54196.27,28451.91,25744.36,723,26.53,1,30
57,Philippines,Female,2,Ras Al Khaimah,unemployed,10,Unemployed,633.41,2708.29,-2074.88,5968.26,16119.58,-10151.32,500,127.24,1,90
49,Jordan,Female,2,Umm Al Quwain,employed,6,Accountant,3211.54,2250.42,961.1199999999999,7428.79,1797.54,5631.26,645,2.8,0,55
45,Philippines,Female,2,Ras Al Khaimah,employed,25,Nurse,5437.68,2572.08,2865.6000000000004,30534.74,19815.05,10719.69,679,18.22,0,25
57,Egypt,Female,3,Umm Al Quwain,employed,0,Engineer,2748.39,3307.56,-559.1700000000001,9217.29,11623.91,-2406.62,550,21.15,1,80
53,Egypt,Female,4,Umm Al Quwain,employed,15,Technician,7174.76,3430.79,3743.9700000000003,51542.3,5893.39,45648.91,739,4.11,0,25
37,Syria,Male,5,Dubai,part_time,6,Unemployed,2891.45,3222.55,-331.10000000000036,2018.64,1888.38,130.27,568,3.27,1,87
55,Syria,Male,2,Ras Al Khaimah,unemployed,10,Unemployed,402.03,2593.41,-2191.38,11697.31,2364.37,9332.94,496,29.41,1,80
52,Jordan,Female,2,Abu Dhabi,part_time,11,Unemployed,2136.2,1519.35,616.8499999999999,8104.49,17023.01,-8918.52,611,39.84,1,77
56,Syria,Male,5,Ras Al Khaimah,unemployed,12,Unemployed,85.06,3717.29,-3632.23,5699.69,12142.71,-6443.02,618,713.77,1,100
46,India,Female,2,Fujairah,unemployed,0,Unemployed,314.92,1644.97,-1330.05,2653.45,19746.72,-17093.27,487,313.52,1,90
32,India,Female,3,Ras Al Khaimah,self_employed,10,Business Owner,2855.55,3404.37,-548.8199999999997,6957.21,6400.55,556.67,580,11.21,1,75
22,Jordan,Male,3,Umm Al Quwain,unemployed,0,Unemployed,859.56,2866.14,-2006.58,10419.81,7293.41,3126.39,587,42.43,1,88
56,Pakistan,Male,4,Abu Dhabi,self_employed,12,Business Owner,11014.49,3571.28,7443.209999999999,117951.37,53007.27,64944.11,718,24.06,0,10
59,Jordan,Male,1,Sharjah,unemployed,10,Unemployed,186.64,1230.83,-1044.19,4268.12,8860.67,-4592.55,580,237.37,1,85
43,Syria,Male,2,Ras Al Khaimah,part_time,7,Unemployed,1813.87,2945.22,-1131.35,1620.67,9569.82,-7949.15,442,26.38,1,82
34,Jordan,Female,3,Dubai,part_time,3,Unemployed,3129.75,3298.35,-168.5999999999999,39141.56,18173.26,20968.3,682,29.03,1,67
35,Jordan,Male,1,Sharjah,part_time,9,Unemployed,3550.17,1249.89,2300.2799999999997,22434.55,25057.93,-2623.39,673,35.29,0,47
59,Jordan,Female,4,Sharjah,part_time,11,Unemployed,3744.84,3800.84,-56.0,25409.56,26367.09,-957.54,619,35.2,1,77
28,Philippines,Male,3,Fujairah,employed,3,Engineer,2371.3,2141.89,229.4100000000003,10526.07,11129.29,-603.22,570,23.47,1,75
58,Jordan,Female,1,Abu Dhabi,employed,23,Nurse,6425.89,2359.86,4066.03,53968.37,56185.34,-2216.97,506,43.72,0,33
32,Pakistan,Male,2,Umm Al Quwain,part_time,8,Unemployed,2127.2,1680.67,446.52999999999975,8768.15,19386.44,-10618.29,425,45.57,1,80
46,India,Female,1,Ajman,unemployed,2,Unemployed,76.72,1399.26,-1322.54,916.57,9986.06,-9069.49,594,650.81,1,85
37,Syria,Female,1,Umm Al Quwain,employed,12,Sales Associate,6811.14,1338.18,5472.96,71829.15,27815.41,44013.74,705,20.42,0,15
59,Syria,Female,3,Abu Dhabi,employed,24,Driver,8203.71,3518.22,4685.49,39686.2,18277.32,21408.88,734,11.14,0,20
59,Pakistan,Female,5,Fujairah,employed,0,Cleaner,3459.78,2704.38,755.4000000000001,18710.99,3253.22,15457.77,644,4.7,1,60
25,Egypt,Female,2,Sharjah,unemployed,1,Unemployed,214.92,1562.95,-1348.03,5454.68,1971.88,3482.8,407,45.87,1,83
45,UAE,Female,4,Fujairah,self_employed,18,Business Owner,8889.61,3524.62,5364.990000000001,97060.22,13159.82,83900.4,715,7.4,0,10
56,Jordan,Male,2,Fujairah,employed,26,Cleaner,11580.09,2285.5,9294.59,61486.05,30845.35,30640.71,831,13.32,0,10
51,Jordan,Male,1,Fujairah,part_time,10,Unemployed,3478.52,2298.95,1179.5700000000002,17592.79,6139.45,11453.35,698,8.82,0,47
22,UAE,Male,2,Abu Dhabi,unemployed,1,Unemployed,970.94,1765.73,-794.79,10830.99,805.71,10025.28,485,4.15,1,75
40,Philippines,Male,3,Fujairah,part_time,14,Unemployed,3989.09,1818.89,2170.2,36327.29,7772.51,28554.78,511,9.74,1,47
51,India,Male,1,Ajman,part_time,8,Unemployed,3684.69,1215.49,2469.2,12934.17,11337.86,1596.32,616,15.39,0,42
36,UAE,Male,3,Umm Al Quwain,part_time,6,Unemployed,2452.38,1898.22,554.1600000000001,8991.92,18048.07,-9056.15,635,36.8,1,82
59,UAE,Male,2,Sharjah,self_employed,1,Business Owner,12859.84,1795.33,11064.51,77349.57,15967.64,61381.93,812,6.21,0,5
55,Egypt,Female,4,Fujairah,unemployed,5,Unemployed,218.17,4064.29,-3846.12,6991.74,8907.73,-1915.99,484,204.15,1,95
37,Egypt,Male,5,Ajman,employed,6,Accountant,2256.06,3852.21,-1596.15,3307.31,12513.02,-9205.7,408,27.73,1,85
43,India,Male,1,Ras Al Khaimah,unemployed,6,Unemployed,787.74,1540.04,-752.3,12558.56,10859.96,1698.6,521,68.93,1,80
36,Jordan,Female,3,Dubai,unemployed,10,Unemployed,163.37,2132.03,-1968.6600000000003,3034.41,7734.14,-4699.73,405,236.71,1,95
33,Egypt,Male,2,Ajman,part_time,12,Unemployed,3881.04,2825.35,1055.69,14471.7,3883.26,10588.44,674,5.0,0,52
25,India,Male,1,Dubai,unemployed,2,Unemployed,71.16,1888.64,-1817.48,8490.28,17560.67,-9070.39,459,1233.89,1,85
35,Egypt,Female,6,Sharjah,employed,6,Construction Worker,4420.86,4443.04,-22.18000000000029,6595.48,18919.42,-12323.94,609,21.4,1,75
29,Egypt,Male,2,Dubai,part_time,8,Unemployed,3842.32,2976.05,866.27,32876.95,27216.26,5660.69,577,35.42,1,62
62,Syria,Male,2,Abu Dhabi,part_time,6,Unemployed,3973.76,2526.47,1447.2900000000004,38214.32,7561.81,30652.51,640,9.51,0,47
64,Pakistan,Male,3,Abu Dhabi,employed,17,Cashier,3833.49,3010.3,823.1899999999996,10945.54,1108.32,9837.22,555,1.45,1,60
48,Pakistan,Female,4,Abu Dhabi,self_employed,9,Business Owner,7400.76,2150.41,5250.35,33476.01,8666.63,24809.38,666,5.86,0,30
47,Syria,Female,3,Dubai,employed,15,Sales Associate,3685.77,1891.75,1794.02,26613.52,9649.07,16964.45,544,13.09,0,50
33,India,Male,1,Ajman,employed,1,Sales Associate,3164.18,1953.29,1210.8899999999999,27661.03,30000.16,-2339.13,552,47.41,0,53
47,Philippines,Female,5,Ajman,part_time,5,Unemployed,3325.61,3575.69,-250.07999999999993,27075.11,26669.85,405.26,650,40.1,1,80
40,UAE,Male,2,Dubai,self_employed,1,Business Owner,12823.95,2706.25,10117.7,132635.01,8278.95,124356.06,798,3.23,0,5
55,Philippines,Male,4,Ajman,unemployed,7,Unemployed,548.59,2945.75,-2397.16,7794.18,19930.53,-12136.35,415,181.65,1,95
49,Philippines,Male,4,Fujairah,self_employed,13,Business Owner,3729.13,2433.35,1295.7800000000002,38224.56,31147.25,7077.31,584,41.76,0,58
46,Syria,Male,3,Ajman,employed,5,Warehouse Worker,5641.72,2670.84,2970.88,39287.27,14449.96,24837.31,745,12.81,0,30
44,UAE,Female,2,Fujairah,employed,20,Security Guard,4545.64,2207.61,2338.03,24371.51,21249.18,3122.33,587,23.37,0,40
61,Jordan,Male,2,Fujairah,employed,6,Sales Associate,4616.87,1891.74,2725.13,29323.36,21156.51,8166.85,530,22.91,0,40
42,UAE,Male,4,Ras Al Khaimah,part_time,12,Unemployed,2720.44,2379.68,340.7600000000002,3920.0,8381.99,-4461.99,544,15.41,1,82
49,Philippines,Female,3,Fujairah,unemployed,8,Unemployed,319.05,2547.93,-2228.8799999999997,13620.23,4851.57,8768.66,533,76.03,1,90
32,Syria,Female,3,Sharjah,employed,7,Nurse,6315.32,2031.47,4283.849999999999,50169.54,8349.61,41819.94,618,6.61,0,25
39,Syria,Female,4,Sharjah,self_employed,13,Business Owner,5296.97,3448.38,1848.5900000000001,29287.56,18824.68,10462.88,725,17.77,0,40
64,Jordan,Male,3,Sharjah,part_time,1,Unemployed,3067.42,3255.11,-187.69000000000005,26407.62,12463.92,13943.7,572,20.32,1,67
22,UAE,Female,2,Sharjah,unemployed,0,Unemployed,268.8,1797.97,-1529.17,3702.86,6128.31,-2425.45,524,113.99,1,90
27,Syria,Male,3,Dubai,employed,5,Warehouse Worker,3129.88,1958.02,1171.8600000000001,11014.03,10361.55,652.48,517,16.55,0,55
45,UAE,Male,3,Sharjah,unemployed,8,Unemployed,604.84,2497.41,-1892.5699999999997,12952.2,6176.05,6776.15,553,51.06,0,90
25,Pakistan,Male,2,Umm Al Quwain,unemployed,6,Unemployed,153.78,2829.26,-2675.48,6877.78,11291.81,-4414.03,545,367.14,1,90
23,UAE,Female,4,Ajman,unemployed,3,Unemployed,996.95,3612.33,-2615.38,4308.32,17595.05,-13286.73,639,88.24,1,95
30,Jordan,Female,1,Ras Al Khaimah,self_employed,11,Business Owner,4868.46,1365.75,3502.71,35068.91,19001.86,16067.05,511,19.52,0,30
58,India,Male,2,Ras Al Khaimah,employed,23,Office Assistant,8056.03,1560.43,6495.599999999999,86587.91,42426.37,44161.54,759,26.33,0,10
44,UAE,Female,3,Umm Al Quwain,employed,6,Technician,3944.62,2473.1,1471.52,36020.09,7843.88,28176.21,530,9.94,0,50
41,Syria,Female,2,Ajman,self_employed,17,Business Owner,4371.95,2947.81,1424.1399999999999,19986.44,12640.38,7346.05,618,14.46,0,50
27,UAE,Female,2,Umm Al Quwain,unemployed,2,Unemployed,427.47,2467.83,-2040.36,11178.22,4644.49,6533.73,458,54.33,1,85
40,India,Male,3,Ajman,part_time,13,Unemployed,3458.47,3436.65,21.81999999999971,17958.13,15025.58,2932.55,682,21.72,1,67
56,Syria,Male,4,Ajman,unemployed,0,Unemployed,657.72,3447.29,-2789.5699999999997,383.55,15759.4,-15375.86,543,119.8,1,95
61,UAE,Male,4,Fujairah,self_employed,18,Business Owner,6120.25,3798.54,2321.71,71284.21,21635.65,49648.56,606,17.68,0,25
48,UAE,Female,4,Umm Al Quwain,employed,3,Nurse,2801.11,2408.06,393.0500000000002,10354.84,18900.48,-8545.64,428,33.74,1,75
46,Jordan,Female,1,Abu Dhabi,employed,13,Warehouse Worker,5869.62,1343.94,4525.68,31844.48,28676.67,3167.81,665,24.43,0,25
35,Pakistan,Female,3,Dubai,employed,15,Office Assistant,9982.56,2391.88,7590.679999999999,106100.79,46350.38,59750.4,771,23.22,0,10
41,UAE,Male,2,Sharjah,part_time,5,Unemployed,3646.27,1697.53,1948.74,29676.43,26743.29,2933.14,555,36.67,0,57
25,Pakistan,Male,3,Umm Al Quwain,employed,2,Teacher,3192.2,3328.38,-136.1800000000003,18418.9,3365.57,15053.33,574,5.27,1,60
63,Pakistan,Male,3,Abu Dhabi,employed,17,Cleaner,9868.51,2523.23,7345.280000000001,95117.64,21933.08,73184.56,832,11.11,0,10
53,Egypt,Female,5,Umm Al Quwain,self_employed,15,Business Owner,3370.22,4413.25,-1043.0300000000002,28485.45,25304.77,3180.68,658,37.54,1,70
52,Pakistan,Female,5,Abu Dhabi,self_employed,18,Business Owner,7301.11,4527.31,2773.7999999999993,13303.77,19228.33,-5924.56,514,13.17,0,45
57,UAE,Male,2,Ras Al Khaimah,unemployed,14,Unemployed,248.79,2913.09,-2664.3,4474.09,15510.11,-11036.02,495,311.71,1,90
53,UAE,Male,7,Sharjah,employed,19,Office Assistant,7665.1,4107.41,3557.6900000000005,35003.46,14010.93,20992.53,697,9.14,0,35
39,Pakistan,Male,3,Abu Dhabi,self_employed,6,Business Owner,2820.69,2514.16,306.5300000000002,7110.09,9025.33,-1915.24,488,16.0,1,75
51,Pakistan,Female,3,Dubai,part_time,4,Unemployed,2526.77,3271.72,-744.9499999999998,13425.85,17064.85,-3639.0,527,33.77,1,87
64,UAE,Male,3,Fujairah,self_employed,2,Business Owner,14100.71,2989.44,11111.269999999999,117027.17,22136.45,94890.73,768,7.85,0,10
26,Philippines,Male,5,Sharjah,unemployed,7,Unemployed,376.41,3769.83,-3393.42,7180.57,17241.52,-10060.95,465,229.03,1,100
30,Egypt,Male,3,Ajman,unemployed,5,Unemployed,843.88,3136.13,-2292.25,2517.22,2407.27,109.95,509,14.26,1,85
54,Philippines,Male,4,Abu Dhabi,self_employed,1,Business Owner,5013.94,3581.68,1432.2599999999998,31539.2,10749.59,20789.61,626,10.72,0,40
64,UAE,Female,4,Ras Al Khaimah,part_time,0,Unemployed,3296.8,2332.27,964.5300000000002,6245.66,19886.61,-13640.95,533,30.16,1,72
44,Egypt,Male,4,Umm Al Quwain,part_time,7,Unemployed,1597.39,2922.8,-1325.41,12036.03,6824.89,5211.14,628,21.36,1,82
64,Egypt,Male,4,Abu Dhabi,employed,9,Sales Associate,4856.8,3942.65,914.1500000000001,32061.42,24490.81,7570.61,529,25.21,1,60
55,Egypt,Male,3,Fujairah,part_time,2,Unemployed,3520.17,2377.3,1142.87,24685.03,11942.25,12742.78,692,16.96,0,57
25,Jordan,Male,7,Dubai,self_employed,4,Business Owner,13217.99,3801.23,9416.76,89505.92,52231.88,37274.04,775,19.76,0,20
63,UAE,Male,2,Ajman,unemployed,2,Unemployed,18.28,2856.2,-2837.9199999999996,1029.73,19837.78,-18808.05,581,5426.09,1,90
45,Syria,Male,3,Sharjah,employed,6,Construction Worker,4496.59,2324.45,2172.1400000000003,19608.82,7537.34,12071.48,521,8.38,0,40
32,UAE,Male,5,Ras Al Khaimah,part_time,12,Unemployed,3343.52,3688.9,-345.3800000000001,34399.92,13858.33,20541.59,645,20.72,1,72
38,Pakistan,Female,2,Fujairah,part_time,6,Unemployed,1910.72,2674.74,-764.0199999999998,1837.47,12698.13,-10860.67,546,33.23,0,82
55,Pakistan,Male,5,Abu Dhabi,self_employed,1,Business Owner,12676.25,3707.11,8969.14,30121.35,33574.34,-3452.99,520,13.24,0,35
37,India,Female,2,Dubai,part_time,12,Unemployed,2707.13,1818.43,888.7,1733.38,16728.42,-14995.04,591,30.9,1,77
64,Philippines,Male,1,Ras Al Khaimah,self_employed,7,Business Owner,4589.86,1541.02,3048.8399999999997,15113.9,7541.08,7572.82,695,8.21,0,35
35,Pakistan,Male,3,Ajman,employed,6,Security Guard,2529.5,2866.0,-336.5,10514.03,3885.47,6628.56,480,7.68,1,75
58,Egypt,Male,4,Sharjah,employed,21,Cleaner,8907.22,2427.12,6480.099999999999,91115.89,9809.56,81306.34,845,5.51,0,10
27,Pakistan,Female,3,Ras Al Khaimah,self_employed,7,Business Owner,14360.64,2177.82,12182.82,53919.42,58328.88,-4409.46,596,20.31,0,30
36,India,Female,4,Sharjah,self_employed,5,Business Owner,3835.59,3703.38,132.21000000000004,8803.89,19625.15,-10821.26,618,25.58,1,65
37,Philippines,Male,4,Dubai,employed,2,Nurse,4726.54,3418.1,1308.44,11720.56,2920.42,8800.14,668,3.09,0,55
62,Syria,Female,5,Abu Dhabi,self_employed,3,Business Owner,12737.23,4071.75,8665.48,140129.49,50117.82,90011.66,760,19.67,0,15
35,Egypt,Male,4,Sharjah,unemployed,5,Unemployed,355.96,2411.86,-2055.9,8947.01,16287.68,-7340.67,525,228.79,1,95
38,Philippines,Male,3,Umm Al Quwain,unemployed,2,Unemployed,237.48,2339.82,-2102.34,9641.93,12018.91,-2376.98,440,253.05,1,95
53,Pakistan,Female,2,Ras Al Khaimah,unemployed,10,Unemployed,712.67,1789.74,-1077.0700000000002,7069.62,9450.31,-2380.68,526,66.3,1,90
57,India,Female,3,Ras Al Khaimah,employed,12,Engineer,7499.62,1845.63,5653.99,58303.28,22385.57,35917.71,673,14.92,0,25
46,Philippines,Male,3,Umm Al Quwain,unemployed,10,Unemployed,87.07,2163.87,-2076.7999999999997,8182.36,4141.14,4041.21,496,237.81,1,90
38,Pakistan,Female,2,Dubai,unemployed,8,Unemployed,6.05,2225.79,-2219.74,1848.71,6153.58,-4304.87,480,5085.6,1,90
38,UAE,Male,2,Ajman,unemployed,13,Unemployed,205.79,2612.35,-2406.56,8200.16,17689.57,-9489.42,551,429.8,0,90
31,UAE,Female,3,Sharjah,unemployed,1,Unemployed,728.87,2342.63,-1613.7600000000002,8990.59,4025.28,4965.32,413,27.61,1,85
50,Jordan,Male,2,Abu Dhabi,self_employed,18,Business Owner,8526.11,2374.69,6151.42,95265.49,7998.16,87267.34,778,4.69,0,5
48,Philippines,Male,3,Sharjah,employed,4,Construction Worker,2537.84,3370.73,-832.8899999999999,1306.64,9747.69,-8441.05,553,19.2,1,80
47,UAE,Female,2,Sharjah,part_time,0,Unemployed,2612.13,2233.57,378.55999999999995,5274.75,18190.97,-12916.22,416,34.82,1,77
54,India,Female,3,Fujairah,unemployed,7,Unemployed,341.85,2580.65,-2238.8,12727.08,7265.11,5461.97,451,106.26,1,90
57,Pakistan,Female,5,Ras Al Khaimah,self_employed,7,Business Owner,6409.86,3707.03,2702.8299999999995,12874.77,14896.5,-2021.73,628,11.62,0,45
46,Jordan,Female,3,Umm Al Quwain,unemployed,9,Unemployed,583.42,2635.57,-2052.15,9288.06,9605.89,-317.82,470,82.32,1,95
62,Egypt,Female,2,Sharjah,self_employed,14,Business Owner,5794.85,2622.91,3171.9400000000005,43782.09,9913.01,33869.08,667,8.55,0,20
47,Egypt,Male,6,Ajman,employed,13,Engineer,4568.47,5297.68,-729.21,23747.21,22785.31,961.9,625,24.94,1,70
55,Syria,Male,4,Umm Al Quwain,unemployed,4,Unemployed,205.98,2101.98,-1896.0,588.98,19545.68,-18956.7,478,474.46,1,95
34,Philippines,Male,4,Fujairah,employed,13,Technician,7173.59,2390.57,4783.02,61671.78,52133.04,9538.74,545,36.34,0,35
24,UAE,Male,3,Abu Dhabi,self_employed,2,Business Owner,13122.16,2552.92,10569.24,60223.66,56519.85,3703.81,633,21.54,0,25
34,Jordan,Male,5,Sharjah,self_employed,6,Business Owner,3406.02,4421.06,-1015.0400000000004,26494.66,13426.39,13068.27,570,19.71,1,65
53,Egypt,Male,5,Dubai,employed,5,Cashier,4549.15,2602.23,1946.9199999999996,17463.26,13607.69,3855.57,642,14.96,1,60
24,Jordan,Male,2,Ajman,employed,4,Cleaner,3365.01,2303.02,1061.9900000000002,27236.32,9287.58,17948.73,516,13.8,0,45
47,Egypt,Female,1,Sharjah,part_time,4,Unemployed,3591.33,2045.2,1546.1299999999999,37500.89,26639.79,10861.1,618,37.09,0,47
35,Philippines,Female,2,Umm Al Quwain,employed,9,Construction Worker,4871.0,1888.36,2982.6400000000003,6848.93,14521.7,-7672.76,644,14.91,0,45
24,Philippines,Male,2,Umm Al Quwain,unemployed,2,Unemployed,482.27,1585.97,-1103.7,2618.85,14148.53,-11529.68,484,146.69,1,90
43,Syria,Male,5,Sharjah,self_employed,18,Business Owner,11459.2,4614.25,6844.950000000001,119087.57,37544.43,81543.13,835,16.38,1,15
32,UAE,Male,3,Ajman,self_employed,12,Business Owner,8367.22,2751.58,5615.639999999999,63477.53,33562.2,29915.33,609,20.06,0,20
42,Egypt,Male,4,Ras Al Khaimah,employed,7,Cashier,5414.87,3726.28,1688.5899999999997,36988.75,19213.95,17774.8,685,17.74,0,40
42,Pakistan,Male,1,Abu Dhabi,part_time,13,Unemployed,3832.17,2307.17,1525.0,22583.01,13492.29,9090.73,665,17.6,0,52
59,Philippines,Female,1,Sharjah,unemployed,11,Unemployed,316.0,2222.65,-1906.65,614.01,993.23,-379.22,450,15.72,1,80
59,Egypt,Male,3,Fujairah,part_time,9,Unemployed,3181.89,2407.08,774.81,11285.99,5627.01,5658.98,538,8.84,1,67
45,Jordan,Female,3,Dubai,self_employed,18,Business Owner,2973.65,1991.09,982.5600000000002,12562.09,4796.4,7765.69,426,8.06,1,70
31,UAE,Female,3,Sharjah,part_time,3,Unemployed,2444.99,3566.13,-1121.1400000000003,6993.8,15838.71,-8844.91,456,32.39,1,87
61,UAE,Female,4,Fujairah,employed,28,Security Guard,9579.65,4081.93,5497.719999999999,52615.74,10530.95,42084.79,783,5.5,0,15
56,Philippines,Female,5,Abu Dhabi,unemployed,12,Unemployed,570.91,3197.82,-2626.9100000000003,4733.0,2132.47,2600.53,571,18.68,1,90
31,Egypt,Female,3,Sharjah,employed,0,Technician,4575.55,3539.29,1036.2600000000002,38952.61,30682.28,8270.33,674,33.53,0,55
34,Syria,Female,4,Fujairah,part_time,3,Unemployed,3620.45,3538.87,81.57999999999993,15151.54,4029.28,11122.26,553,5.56,1,62
37,India,Male,2,Ajman,part_time,7,Unemployed,2547.84,1669.95,877.8900000000001,2578.69,10946.49,-8367.81,553,21.48,1,77
51,India,Male,1,Ajman,part_time,2,Unemployed,2358.19,2222.46,135.73000000000002,8388.27,10294.84,-1906.57,475,21.83,0,72
23,Pakistan,Female,1,Ras Al Khaimah,unemployed,3,Unemployed,532.83,2232.8,-1699.9700000000003,10423.78,211.02,10212.75,534,1.98,1,70
47,UAE,Male,5,Umm Al Quwain,employed,11,Driver,5544.46,4239.23,1305.2300000000005,38449.16,31154.81,7294.35,504,28.1,0,50
32,Philippines,Female,5,Umm Al Quwain,unemployed,12,Unemployed,271.55,3158.92,-2887.37,12674.56,9526.45,3148.12,406,175.41,1,95
61,Pakistan,Female,3,Abu Dhabi,part_time,2,Unemployed,2252.42,2131.28,121.13999999999987,11346.77,9483.16,1863.61,410,21.05,1,77
47,Pakistan,Female,5,Fujairah,employed,22,Cleaner,5157.31,3182.81,1974.5000000000005,42798.99,7734.67,35064.32,722,7.5,0,40
37,UAE,Male,2,Abu Dhabi,employed,3,Nurse,4030.32,1976.86,2053.46,5307.2,7642.66,-2335.46,596,9.48,0,45
49,Egypt,Male,3,Dubai,unemployed,4,Unemployed,913.23,2498.35,-1585.12,12443.49,2673.91,9769.57,509,14.64,0,85
55,Jordan,Female,4,Fujairah,unemployed,9,Unemployed,488.12,3807.43,-3319.31,1488.44,8572.89,-7084.44,580,87.82,1,95
54,Egypt,Female,2,Umm Al Quwain,self_employed,9,Business Owner,11949.11,2894.11,9055.0,46624.31,28535.94,18088.38,742,11.94,0,15
26,UAE,Male,2,Ras Al Khaimah,part_time,5,Unemployed,2206.91,1956.74,250.16999999999985,14744.2,12855.55,1888.65,631,29.13,1,72
57,India,Female,6,Dubai,part_time,11,Unemployed,2097.54,4397.96,-2300.42,9605.71,17010.08,-7404.37,570,40.55,1,95
56,Syria,Female,3,Ras Al Khaimah,employed,24,Cleaner,8823.12,2387.2,6435.920000000001,118304.99,26656.53,91648.46,727,15.11,0,10
63,Philippines,Male,5,Umm Al Quwain,employed,19,Accountant,6304.89,2803.25,3501.6400000000003,34835.81,15799.46,19036.35,690,12.53,0,35
45,India,Female,3,Fujairah,part_time,9,Unemployed,3185.09,1829.99,1355.1000000000001,16863.07,15913.2,949.86,631,24.98,1,62
30,Pakistan,Female,3,Abu Dhabi,employed,6,Office Assistant,2000.0,1813.24,186.76,10375.8,13226.85,-2851.05,622,33.07,1,75
52,Philippines,Female,4,Sharjah,employed,15,Cleaner,6119.87,4010.85,2109.02,60208.33,37013.86,23194.47,710,30.24,0,30
34,Jordan,Male,5,Sharjah,employed,3,Engineer,2000.0,4653.3,-2653.3,4424.19,9509.27,-5085.08,594,23.77,1,85
43,India,Male,4,Sharjah,self_employed,18,Business Owner,13218.48,3109.18,10109.3,28938.01,20590.95,8347.06,555,7.79,0,25
25,India,Female,5,Fujairah,part_time,6,Unemployed,2051.78,2780.28,-728.5,933.08,16454.06,-15520.98,415,40.1,1,95
58,UAE,Male,3,Fujairah,unemployed,0,Unemployed,469.41,3344.14,-2874.73,4573.55,3853.53,720.02,461,41.05,1,88
57,Pakistan,Female,2,Ras Al Khaimah,self_employed,19,Business Owner,8131.14,1841.22,6289.92,41604.05,13647.34,27956.71,633,8.39,0,15
23,Jordan,Male,2,Umm Al Quwain,unemployed,1,Unemployed,456.73,1993.85,-1537.12,787.23,9004.73,-8217.5,409,98.58,1,90
59,Pakistan,Female,2,Ras Al Khaimah,self_employed,19,Business Owner,8780.16,1686.97,7093.19,144983.89,39975.09,105008.8,729,22.76,0,5
42,Syria,Male,1,Ajman,employed,16,Security Guard,5309.51,1761.26,3548.25,52412.78,28559.35,23853.43,662,26.89,0,20
40,Egypt,Male,4,Umm Al Quwain,unemployed,0,Unemployed,111.93,3379.96,-3268.03,8526.48,15839.86,-7313.38,435,707.58,1,95
31,Egypt,Male,3,Dubai,unemployed,8,Unemployed,893.93,2404.47,-1510.54,9226.05,18538.15,-9312.1,455,103.69,0,95
44,India,Male,1,Ajman,self_employed,6,Business Owner,5623.03,2350.65,3272.3799999999997,19997.0,11596.59,8400.41,697,10.31,0,25
50,Philippines,Female,4,Sharjah,employed,0,Manager,3323.53,4197.47,-873.94,6923.82,11570.84,-4647.02,539,17.41,0,70
24,Pakistan,Female,4,Ajman,unemployed,4,Unemployed,510.46,2643.46,-2133.0,4746.86,1739.34,3007.52,612,17.04,1,85
44,Philippines,Female,2,Sharjah,self_employed,13,Business Owner,6513.5,2691.27,3822.23,53765.13,56570.19,-2805.06,634,43.43,0,38
63,Jordan,Male,6,Dubai,self_employed,9,Business Owner,2184.56,3395.61,-1211.0500000000002,6749.16,13858.18,-7109.02,416,31.72,0,85
26,Egypt,Male,7,Fujairah,unemployed,4,Unemployed,955.84,3710.15,-2754.31,13239.23,1939.58,11299.66,531,10.15,1,85
